Item,Size,kcal
Southern Style Collard Greens,1 Cup,130
Souvlaki Chicken,1 Item,150
Souvlaki Pork,1 Item,180
Soy Milk,1 Cup,140
Soy Sauce,1 Tablespoon,9
Soybeans,1 Cup,298
Spaetzle,1 Cup,330
Spaetzle Side,1 Cup,330
Pasta Aglio E Olio,1 Cup,390
Pasta Alle Vongole,1 Cup,380
Spam,100g,315
Spam Musubi,1 Piece,220
Spanakopita,1 Piece,200
Spanakopitaki,1 Piece,60
Tyropitaki,1 Piece,80
Loukanopitaki,1 Piece,100
Tiropita,1 Piece,250
Spanish Omelette,1 Portion,230
Spanish Omelette Tortilla,1 Portion,230
Spanish Rice,1 Portion,250
Sparkling Water,1 Cup,0
Sparkling Wine,1 Portion,96
Speck,1 Portion,60
Spelt,1 Cup,246
Spinach,1 Cup,7
Spinach Artichoke Dip,2 Tablespoons,60
Spinach Dip,2 Tablespoons,60
Spinach Pizza,1 Slice,260
Spinach Salad,1 Portion,130
Spinach Salad with Dressing,1 Portion,253
Spirulina,1 Tablespoon,20
Splenda,1 Item,4
Split Pea Soup,1 Cup,190
Split Peas,1 Cup,231
Sponge Bread,1 Slice,80
Sponge Cake,1 Slice,190
Spotted Dick,1 Piece,390
Spring Roll Chinese,1 Item,190
Spring Roll Fried,1 Piece,200
Sprinkles,1 Tablespoon,18
Spritz Cookies,1 Item,45
Squab,100g,176
Squash Casserole,1 Cup,260
Squid,100g,175
Squid and Roll,1 Item,142
Squid Maki Roll,1 Piece,42
Squid Nigiri,1 Piece,66
Squid Sashimi,1 Piece,46
Squid Spicy Roll,1 Piece,49
Squid Tempura Roll,1 Piece,62
Sriracha,1 Tablespoon,17
Star Anise,1 Teaspoon,7
Starburst,4 Pieces,160
Starfruit,1 Item,28
Steak and Eggs,1 Portion,550
Steak and Kidney Pie,1 Piece,560
Steak Frites,1 Portion,900
Steamed Apple,1 Portion,100
Steamed Asparagus,1 Portion,20
Steamed Avocado,1 Portion,100
Steamed Bacon,1 Portion,150
Steamed Banana,1 Portion,100
Steamed Beef,1 Portion,250
Steamed Beef Ribs,1 Item,320
Steamed Beef Steak,1 Portion,256
Steamed Bell Peppers,1 Cup,24
Steamed Brussels Sprouts,1 Portion,43
Steamed Cabbage,1 Portion,100
Steamed Carrots,1 Cup,54
Steamed Cauliflower,1 Portion,25
Steamed Chicken,1 Portion,165
Steamed Chicken Breast,1 Portion,156
Steamed Chicken Thigh,1 Portion,198
Steamed Cod Fillet,1 Portion,99
Steamed Duck Breast,1 Portion,313
Steamed Egg,1 Portion,78
Steamed Eggplant,1 Portion,25
Steamed Fish,1 Portion,120
Steamed Kale,1 Portion,33
Steamed Lamb,1 Portion,282
Steamed Lamb Chop,1 Portion,275
Steamed Mango,1 Portion,100
Steamed Mixed Vegetables,1 Portion,35
Steamed Mushrooms,1 Portion,22
Steamed Onions,1 Cup,40
Steamed Pear,1 Portion,100
Steamed Pineapple,1 Portion,100
Steamed Pork,1 Portion,231
Steamed Pork Chop,1 Portion,237
Steamed Pork Ribs,1 Item,300
Steamed Potatoes,1 Portion,77
Steamed Rice Roll Cheung Fun,1 Item,230
Steamed Salmon,1 Portion,206
Steamed Seafood,1 Portion,150
Steamed Shrimp,1 Portion,99
Steamed Spinach,1 Portion,23
Steamed Sweet Corn,1 Portion,86
Steamed Sweet Potatoes,1 Portion,86
Steamed Thai Fish,1 Portion,200
Steamed Tilapia Fillet,1 Portion,104
Steamed Tofu,1 Portion,76
Steamed Tuna,1 Portion,132
Steamed Turkey Breast,1 Portion,128
Steamed Vegetables,1 Portion,80
Steamed Zucchini,1 Portion,17
Steel Cut Oats,1 Cup,150
Stem Lettuce,100g,18
Lettuce Salad with Dressing,1 Portion,270
Stevia,1 Item,0
Sticky Bun,1 Item,350
Sticky Rice,1 Cup,169
Sticky Toffee Pudding,1 Piece,420
Stifado,1 Portion,410
Stilton,1 Portion,115
Stock Beef,1 Cup,17
Stock Fish,1 Cup,39
Stollen,1 Slice,180
Straw Crackers,1 Portion,130
Strawberries,1 Cup,49
Strawberry and Agave Smoothie,1 Cup,194
Strawberry and Chia Smoothie,1 Cup,266
Strawberry and Flaxseed Smoothie,1 Cup,225
Strawberry and Honey Smoothie,1 Cup,191
Strawberry and Kale Smoothie,1 Cup,236
Strawberry and Oats Smoothie,1 Cup,272
Strawberry and Peanut Butter Smoothie,1 Cup,268
Strawberry and Spinach Smoothie,1 Cup,277
Strawberry and Yogurt Smoothie,1 Cup,339
Strawberry Brownie,1 Item,277
Strawberry Cake,1 Slice,349
Strawberry Cookie,1 Item,110
Strawberry Cupcake,1 Item,220
Strawberry Frozen Yogurt,1 Item,125
Strawberry Gelato,1 Item,186
Strawberry Milk,1 Cup,200
Strawberry Muffin,1 Item,331
Strawberry Pie,1 Slice,260
Strawberry Preserves,1 Tablespoon,50
Strawberry Sauce,2 Tablespoons,70
Strawberry Scone,1 Item,224
Strawberry Shortcake,1 Piece,300
Strawberry Sorbet,1 Item,99
Strawberry Sundae,1 Item,431
Street Taco,1 Item,100
String Cheese,1 Item,80
Stromboli,1 Portion,410
Stuffed French Toast,1 Portion,470
Stuffed Shells,1 Portion,530
Stuffing,1 Cup,356
Submarine Sandwich Tuna,1 Item,480
Succotash,1 Cup,220
Sugar Candied Pecans,1 Portion,200
Sugar Cookie Frosted,1 Item,175
Sugar Cookie Plain,1 Item,102
Sugar Cream Pie,1 Slice,350
Sugar Powdered,1 Tablespoon,31
Sugar Snap Peas,1 Cup,41
Sugar White,1 Teaspoon,16
Sukiyaki,1 Portion,450
Sulu Turkey Soup,1 Portion,190
Sumac,1 Teaspoon,5
Sun Dried Tomatoes,1 Cup,139
Sun Dried Tomatoes in Oil,5 Pieces,35
Sun-Dried Tomato Dip,2 Tablespoons,45
Sunchoke,1 Cup,109
Sundae Korean,1 Item,310
Sunday Roast,1 Portion,850
Sundubu Jjigae,1 Portion,240
Sunflower Butter,2 Tablespoons,200
Sunflower Oil,1 Tablespoon,120
Sunflower Seeds Roasted,1 Portion,165
Sunomono,1 Cup,40
Surimi,100g,99
Sushi Avocado Roll,1 Piece,23
Sushi California Roll,1 Piece,42
Sushi Cucumber Roll,1 Piece,23
Sushi Dragon Roll,8 Pieces,500
Sushi Eel Avocado Roll,1 Piece,63
Sushi Philadelphia Roll,1 Piece,53
Sushi Rainbow Roll,8 Pieces,476
Sushi Rice,1 Cup,242
Sushi Salmon Avocado Roll,1 Piece,51
Sushi Salmon Nigiri,1 Piece,48
Sushi Shrimp Nigiri,1 Piece,37
Sushi Spicy Tuna Roll,1 Piece,48
Sushi Spider Roll,1 Piece,62
Sushi Tempura Roll,1 Piece,55
Sushi Tuna Nigiri,1 Piece,41
Sushi Tuna Roll,1 Piece,31
Sushi Vegetable Roll,1 Piece,28
Suya Beef Skewer,1 Item,180
Swedish Cinnamon Roll,1 Piece,310
Swedish Fish,7 Pieces,140
Swedish Pancakes,1 Portion,200
Sweet and Sour Chicken,1 Portion,460
Sweet and Sour Pork,1 Portion,490
Sweet Chili Sauce,1 Tablespoon,40
Sweet N Low,1 Item,4
Sweet Onion Dip,2 Tablespoons,40
Sweet Potato Fries,1 Portion,320
Sweet Potato Mash,1 Cup,206
Sweet Potato Pie,1 Slice,340
Sweet Potatoes and Beans,1 Portion,120
Sweet Potatoes and Broccoli,1 Portion,91
Sweet Potatoes and Carrots,1 Portion,120
Sweet Potatoes and Corn,1 Portion,120
Sweet Potatoes and Kale,1 Portion,77
Sweet Potatoes and Mushrooms,1 Portion,70
Sweet Potatoes and Onions,1 Portion,120
Sweet Potatoes and Peas,1 Portion,120
Sweet Potatoes and Peppers,1 Portion,120
Sweet Potatoes and Quinoa,1 Portion,133
Sweet Potatoes and Rice,1 Portion,170
Sweet Potatoes and Spinach,1 Portion,70
Sweet Potatoes Cake,1 Portion,290
Sweet Potatoes Casserole,1 Portion,320
Sweet Potatoes Curry,1 Portion,420
Sweet Potatoes Fritter,1 Piece,190
Sweet Potatoes Salad,1 Portion,350
Sweet Potatoes Skewer,1 Item,220
Sweet Potatoes Soup,1 Portion,170
Sweet Potatoes Stew,1 Portion,360
Sweet Roll,1 Piece,320
Sweet Tea,1 Cup,120
Sweetbreads Veal,100g,144
Swiss Cheese,1 Portion,108
Swiss Roll,1 Slice,250
Swiss Steak,1 Portion,280
Swordfish,100g,121
Szechuan Beef,1 Portion,430
Tabasco,1 Teaspoon,0
Tabbouleh,1 Portion,100
Tabouli,1 Cup,120
Taco Al Pastor,1 Item,205
Taco Barbacoa,1 Item,190
Taco Carnitas,1 Item,210
Taco Shell Hard,1 Item,55
Taffy,3 Pieces,120
Taffy Salt Water,1 Piece,28
Tagine Chicken,1 Portion,430
Tagine Lamb,1 Portion,470
Tagine Vegetable,1 Portion,270
Tagliatelle Al Ragu,1 Portion,560
Tahini,1 Tablespoon,89
Tahu Goreng,100g,190
Taiyaki,1 Piece,180
Takoyaki,6 Pieces,280
Taleggio,1 Portion,96
Tamagoyaki,2 Slices,90
Tamale,1 Portion,170
Tamale Chicken,1 Piece,270
Tamale Pork,1 Piece,285
Tamale Sweet,1 Piece,240
Tamari,1 Tablespoon,10
Tamari Sauce,1 Tablespoon,11
Tamarind,100g,239
Tamarind Chutney,2 Tablespoons,45
Tamarind Paste,1 Tablespoon,36
Tamarind Rice,1 Cup,280
Tamarind Water,1 Cup,130
Tandoori Chicken,1 Portion,350
Tandoori Roti,1 Piece,106
Tangerine,1 Item,47
Tangsuyuk,1 Cup,380
Tangyuan,5 Pieces,200
Tapas Assorted,1 Portion,350
Tapioca Brazilian,1 Piece,150
Taro,100g,112
Taro Milk Tea,1 Cup,220
Taro Root,1 Cup,187
Tarragon Dried,1 Teaspoon,2
Tarta De Santiago,1 Slice,350
Tartar Sauce,1 Tablespoon,37
Tarte Aux Fruits,1 Slice,290
Tarte Tatin,1 Slice,260
Tater Tots,1 Portion,200
Tatsoi,1 Cup,10
Tea Black,1 Cup,2
Tea Chamomile,1 Cup,2
Tea Earl Grey,1 Cup,2
Tea Egg,1 Item,80
Tea English Breakfast,1 Cup,2
Tea Oolong,1 Cup,2
Tea Peppermint,1 Cup,0
Tea White,1 Cup,0
Teff,1 Cup,255
Tekkadon,1 Item,480
Tempeh,100g,193
Tempeh Bacon,1 Portion,110
Tempeh Fermented,100g,193
Tempura Green Beans,1 Portion,150
Tempura Mixed,1 Portion,470
Tempura Vegetable,5 Pieces,200
Tequila,1 Portion,97
Tequila Sunrise,1 Item,232
Teriyaki Beef,1 Portion,350
Teriyaki Chicken,1 Portion,320
Teriyaki Salmon,1 Portion,380
Teriyaki Sauce,1 Tablespoon,16
Texas Barbecue Brisket,1 Portion,570
Thai Basil Fried Rice,1 Portion,450
Thai Basil Stir Fry,1 Portion,380
Thai Beef Salad,1 Portion,250
Thai Fish Cakes,1 Portion,310
Thai Iced Coffee,1 Cup,180
Thai Iced Tea,1 Cup,280
Thai Mango Sticky Rice,1 Portion,400
Thai Spring Rolls,2 Pieces,180
Thai Tom Kha,1 Portion,300
Thai Tom Yum,1 Portion,100
Thanksgiving Turkey,100g,165
Thieboudienne,1 Portion,550
Thit Kho,1 Cup,340
Thousand Island Dressing,2 Tablespoons,118
Three Bean Salad,1 Cup,160
Thyme Dried,1 Teaspoon,3
Tic Tac,1 Item,38
Tiger Nuts,1 Portion,120
Tikka Masala Sauce,100g,100
Tilapia,100g,96
Tilefish,100g,147
Tiramisu,1 Piece,310
Tirokroketes,1 Piece,120
Toad in the Hole,1 Portion,430
Toast with Jam,1 Slice,150
Toast with Peanut Butter,1 Slice,200
Toasted Sesame Oil,1 Teaspoon,40
Toffee,1 Portion,143
Tofu Congee,1 Portion,300
Tofu,100g,76
Tofu Jalfrezi,1 Portion,528
Tofu Jambalaya,1 Portion,483
Tofu Korma,1 Portion,452
Tofu Madras,1 Portion,398
Tofu Massaman,1 Portion,550
Tofu Paella,1 Portion,369
Tofu Panang,1 Portion,565
Tofu Sandwich,1 Item,350
Tofu Silken,100g,55
Tom Collins,1 Item,120
Tom Kha Gai,1 Cup,280
Tom Yum Kung,1 Portion,100
Tom Yum Soup,1 Cup,110
Tomatillo,1 Item,11
Tomato,1 Item,22
Tomato Basil Sauce,1 Cup,120
Tomato Basil Soup,1 Portion,130
Tomato Bisque Soup,1 Cup,367
Tomato Broth Soup,1 Cup,174
Tomato Chowder Soup,1 Cup,346
Tomato Chunky Soup,1 Cup,102
Tomato Cream of Soup,1 Cup,289
Tomato Juice,1 Cup,41
Tomato Noodle Soup,1 Cup,220
Tomato Pie,1 Slice,240
Tomato Pizza,1 Slice,260
Tomato Rice Soup,1 Cup,87
Tomato Sauce,1 Cup,80
Tomato Spicy Soup,1 Cup,205
Tomato Stew Soup,1 Cup,180
Tomme De Savoie,1 Portion,100
Tonic Water,1 Cup,83
Tonkatsu,1 Portion,400
Torta,1 Item,600
Torta Cemita,1 Item,700
Tortellini Cheese,1 Portion,480
Tortellini in Brodo,1 Portion,280
Tortellini Soup,1 Cup,160
Tortilla Corn,1 Item,52
Tortilla Espanola,1 Portion,250
Flour Tortilla,1 Item,144
Tostada,1 Piece,280
Tostitos,1 Portion,140
Tostones Fried Plantain,1 Portion,220
Trail Mix,1 Portion,131
Black Strap Molasses,1 Tablespoon,47
Treacle Tart,1 Slice,300
Trenette Al Pesto,1 Portion,530
Tres Leches Cake,1 Slice,350
Trifle,1 Piece,300
Triple Burger,1 Item,870
Triticale,1 Cup,323
Trout,100g,168
Trout Rainbow,100g,141
Truffle,1 Portion,15
Truffle Oil,1 Tablespoon,120
Tsukemen,1 Portion,500
Tteok Rice Cake,100g,120
Tteokbokki,1 Portion,380
Tucumana Empanada,1 Piece,270
Tuile Cookie,1 Piece,40
Tuna,100g,184
Tuna Albacore,100g,108
Tuna and Beans,1 Portion,150
Tuna and Broccoli,1 Portion,121
Tuna and Carrots,1 Portion,150
Tuna and Corn,1 Portion,150
Tuna and Kale,1 Portion,107
Tuna and Mushrooms,1 Portion,100
Tuna and Noodles,1 Portion,175
Tuna and Onions,1 Portion,150
Tuna and Pasta,1 Portion,360
Tuna and Peas,1 Portion,150
Tuna and Peppers,1 Portion,150
Tuna and Quinoa,1 Portion,163
Tuna and Rice,1 Portion,170
Tuna and Spinach,1 Portion,100
Tuna Bluefin,100g,144
Tuna Casserole,1 Portion,460
Tuna and Roll,1 Item,154
Tuna Melt,1 Item,430
Tuna Pasta Salad,1 Portion,350
Tuna Salad,1 Cup,380
Tuna Salad Sandwich,1 Item,420
Tuna Soup,1 Portion,245
Tuna Spicy Roll,1 Piece,50
Tuna Steak,100g,184
Tuna Stew,1 Portion,271
Tuna Taco,1 Item,218
Tuna Tempura Roll,1 Piece,57
Tuna Wrap,1 Item,371
Tuna Yellowfin,100g,109
Turbinado Sugar,1 Teaspoon,17
Turbot,100g,95
Turkey Bacon,1 Slice,30
Turkey Breast,100g,135
Turkey Burger,1 Item,280
Turkey Hot Dog,1 Item,125
Turkey Jerky,1 Portion,70
Turkey Leg,100g,208
Turkey Pastrami,100g,110
Turkey Pot Pie,1 Piece,420
Turkey Roll Ups,1 Item,150
Turkey Sandwich,1 Item,330
Turkey Thigh,100g,170
Turkey Whole Roasted,100g,189
Turkish Borek,1 Piece,350
Turkish Coffee,1 Cup,12
Turkish Delight,1 Piece,67
Turmeric,1 Teaspoon,8
Turmeric Latte,1 Cup,150
Turmeric Root,1 Tablespoon,24
Turnip,100g,28
Turnip Greens,1 Cup,18
Turnip Mash,1 Cup,88
Tuscan Bean Soup,1 Portion,260
Twizzlers,4 Pieces,160
Tzatziki,2 Tablespoons,35
Udon Beef,1 Portion,450
Udon Noodle Soup,1 Portion,380
Udon Noodles,1 Cup,190
Udon Soup,1 Portion,350
Ugali with Sukuma Wiki,1 Portion,380
Ugli Fruit,1 Item,45
Ukrainian Borscht,1 Portion,150
Unagi Don,1 Portion,510
Upma,1 Portion,270
Urad Dal,1 Cup,210
Uttapam,1 Item,230
Vada,1 Piece,130
Vada Pav,1 Piece,300
Vanilla and Agave Smoothie,1 Cup,312
Vanilla and Chia Smoothie,1 Cup,333
Vanilla and Flaxseed Smoothie,1 Cup,189
Vanilla and Honey Smoothie,1 Cup,215
Vanilla and Kale Smoothie,1 Cup,339
Vanilla and Oats Smoothie,1 Cup,271
Vanilla and Peanut Butter Smoothie,1 Cup,277
Vanilla and Spinach Smoothie,1 Cup,273
Vanilla and Yogurt Smoothie,1 Cup,289
Vanilla Brownie,1 Item,274
Vanilla Cake,1 Slice,290
Vanilla Cake with Frosting,1 Slice,366
Vanilla Cappuccino,1 Item,143
Vanilla Cheesecake,1 Slice,472
Vanilla Cookie,1 Item,175
Vanilla Frappe,1 Item,181
Vanilla Frozen Yogurt,1 Item,116
Vanilla Latte,1 Item,144
Vanilla Macchiato,1 Item,210
Vanilla Mocha,1 Item,184
Vanilla Muffin,1 Item,272
Vanilla Pie,1 Slice,450
Vanilla Scone,1 Item,203
Vanilla Sorbet,1 Item,103
Vanilla Sundae,1 Item,438
Vanillekipferl,1 Item,50
Veal Blanquette,1 Portion,390
Veal Chop,100g,172
Veal Cutlet,100g,175
Veal Marsala,1 Portion,390
Veal Piccata,1 Portion,420
Vegan Cheese,1 Slice,70
Vegan Cream Cheese,1 Tablespoon,40
Vegan Mayonnaise,1 Tablespoon,90
Vegan Sausage,1 Item,130
Vegemite,1 Teaspoon,9
Vegetable Bisque Soup,1 Cup,376
Vegetable Chow Mein,1 Cup,310
Vegetable Chowder Soup,1 Cup,367
Vegetable Chunky Soup,1 Cup,241
Vegetable Congee,1 Portion,486
Vegetable Cream of Soup,1 Cup,299
Vegetable Green Curry,1 Portion,594
Vegetable Jalfrezi,1 Portion,379
Vegetable Jambalaya,1 Portion,327
Vegetable Juice,1 Cup,50
Vegetable Korma,1 Portion,477
Vegetable Madras,1 Portion,451
Vegetable Massaman,1 Portion,474
Vegetable Medley Grilled,1 Portion,80
Vegetable Noodle Soup,1 Cup,189
Vegetable Oil,1 Tablespoon,120
Vegetable Panang,1 Portion,570
Vegetable Pot Pie,1 Piece,320
Vegetable Red Curry,1 Portion,595
Vegetable Rice Soup,1 Cup,206
Vegetable Risotto,1 Portion,433
Vegetable Rogan Josh,1 Portion,410
Vegetable Saag,1 Portion,405
Vegetable Spicy Soup,1 Cup,205
Vegetable Stew Soup,1 Cup,133
Vegetable Sticky Rice,1 Portion,421
Vegetable Stir Fry,1 Portion,150
Vegetable Tikka Masala,1 Portion,548
Vegetable Vindaloo,1 Portion,476
Vegetable Yellow Curry,1 Portion,579
Vegetables and Beans,1 Portion,117
Vegetables and Pasta,1 Portion,154
Vegetables and Rice,1 Portion,136
Vegetables Bowl,1 Portion,104
Vegetables Casserole,1 Portion,175
Vegetables Curry,1 Portion,172
Vegetables Fritter,1 Piece,112
Vegetables Omelette,1 Portion,104
Vegetables Plate,1 Portion,112
Vegetables Sandwich,1 Item,212
Vegetables Skewer,1 Item,88
Vegetables Soup,1 Portion,88
Vegetables Stew,1 Portion,104
Vegetarian Chili,1 Cup,220
Vegetables Burger,1 Item,224
Vegetables Burger Patty,1 Piece,130
Vegetables Chicken Nuggets,4 Pieces,180
Vegetables Chips,1 Portion,130
Vegetables Deli Slices,3 Slices,60
Vegetables Dip,2 Tablespoons,70
Vegetables Hot Dog,1 Item,80
Vegetables Meatballs,4 Items,130
Vegetables Sausage,1 Item,70
Vegetables Straw,1 Portion,130
Vegetables Sub,1 Item,380
Vegetables Taco,1 Item,216
Veloute Sauce,1 Cup,200
Velveeta,1 Portion,80
Venison,100g,158
Venison Steak,100g,158
Venison Stew German,1 Portion,390
Vermicelli,1 Cup,200
Vermouth,1 Portion,105
Vichyssoise,1 Portion,250
Victoria Sponge,1 Slice,290
Vienna Sausage,1 Portion,79
Vietnamese Coffee,1 Cup,160
Vinegar Apple Cider,1 Tablespoon,3
Vinegar White,1 Tablespoon,3
Vinegar White Wine,1 Tablespoon,3
Vitello Tonnato,1 Portion,285
Vodka,1 Portion,97
Vodka Sauce,1 Cup,200
Vodka Soda,1 Item,208
Vodka Tonic,1 Item,172
Waakye,1 Portion,400
Waffle Bubble,1 Portion,270
Waffle Fries,1 Portion,400
Waffle Liege,1 Item,270
Waffled Bread,1 Slice,100
Waffles,1 Item,98
Waffles with Berries,1 Portion,350
Wahoo,100g,109
Wakame,1 Cup,45
Waldorf Salad,1 Portion,230
Walleye,100g,93
Walnut Cake,1 Slice,342
Walnut Cheesecake,1 Slice,412
Walnut Cookie,1 Item,165
Walnut Cupcake,1 Item,259
Walnut Milk,1 Cup,50
Walnut Muffin,1 Item,318
Walnut Oil,1 Tablespoon,120
Walnut Pie,1 Slice,364
Walnut Scone,1 Item,222
Walnuts,1 Portion,185
Wampee,100g,61
Warheads,3 Pieces,30
Wasabi,1 Teaspoon,15
Wasabi Peas,1 Portion,120
Water Chestnut,100g,97
Watercress,1 Cup,4
Watermelon,1 Cup,46
Watermelon Feta Salad,1 Portion,120
Watermelon Juice,1 Cup,70
Watermelon Seeds Dried,1 Portion,158
Wedge Salad,1 Portion,320
Weisswurst,1 Item,260
Welsh Rarebit,1 Portion,410
Wheat Berries,1 Cup,300
Wheat Bran,2 Tablespoons,15
Wheat Germ,2 Tablespoons,50
Wheat Thins,1 Portion,140
Wheatgrass Juice,1 Portion,10
Whelk,100g,137
Whipped Cream,1 Tablespoon,8
Whipped Feta Dip,2 Tablespoons,70
Whipped Topping,2 Tablespoons,25
Whiskey,1 Portion,105
Whiskey Sour,1 Item,165
White Asparagus,1 Item,4
White Bean Dip,2 Tablespoons,40
White Bread,1 Slice,79
White Bread Toast,1 Slice,100
White Chicken Chili,1 Cup,270
White Currant,1 Cup,61
White Gravy,1 Cup,200
White Mulberry,1 Cup,60
White Onion,1 Item,42
White Pepper,1 Teaspoon,7
White Rice,1 Cup,205
White Russian,1 Item,320
White Wine Dry,1 Portion,121
White Wine Sweet,1 Portion,144
Whitefish,100g,134
Whiting,100g,86
Whole Grain Bread,1 Slice,110
Whole Roasted Chicken,100g,239
Whole Wheat Tortilla,1 Item,105
Wild Boar,100g,160
Wine Dessert,1 Portion,165
Wine White,1 Portion,28
Winged Bean,100g,49
Wonton Fried,1 Piece,54
Wonton Soup,1 Cup,180
Wonton Steamed,1 Piece,37
Wood Ear Mushrooms,100g,25
Worcestershire Sauce,1 Tablespoon,13
Wrap Breakfast,1 Item,380
Wrap Chicken Caesar,1 Item,540
Wrap Turkey,1 Item,340
Vegetables Wrap,1 Item,310
Xiaolongbao,5 Pieces,210
Xo Sauce,1 Tablespoon,50
Tirokafteri,2 Tablespoons,75
Yak Meat,100g,130
Yakgwa,1 Item,110
Yaki Udon,1 Portion,510
Yakisoba,1 Portion,400
Yakitori,3 Items,210
Yakitori Chicken,2 Items,140
Yam,100g,118
Yang Chow Fried Rice,1 Portion,490
Yangnyeom Chicken,100g,285
Yard-Long Bean,100g,47
Yeast Roll,1 Piece,155
Yellow Apple,1 Item,95
Yellow Curry Thai,1 Cup,320
Yellowtail,100g,146
Yellowtail and Roll,1 Item,167
Yellowtail Maki Roll,1 Piece,42
Yellowtail Nigiri,1 Piece,46
Yellowtail Sashimi,1 Piece,39
Yellowtail Spicy Roll,1 Piece,53
Yellowtail Tempura Roll,1 Piece,60
Yogurt Covered Raisins,1 Portion,120
Kefir,1 Cup,130
Fruit Kefir,1 Cup,160
Vanilla Kefir,1 Cup,150
Coconut Kefir,1 Cup,110
Water Kefir,1 Cup,50
Oat Kefir,1 Cup,140
Kefir Cheese,100g,210
Yokan,1 Slice,95
Yorkshire Pudding,1 Item,95
Yuca,100g,160
Yukgaejang,1 Cup,220
Yule Log Cake,1 Slice,310
Yum Woon Sen,1 Cup,190
Yuzu,1 Item,9
Yuzu Kosho,1 Teaspoon,5
Za'Atar Flatbread,1 Piece,220
Za'Atar Seasoning,1 Teaspoon,10
Zaalouk,1 Portion,130
Zaru Soba,1 Portion,280
Zeppole,1 Piece,190
Zhajiangmian,1 Portion,500
Ziti with Sauce,1 Portion,380
Zongzi,1 Piece,300
Zongzi Sticky Rice Dumpling,1 Piece,300
Zoodles Zucchini Noodles,1 Cup,20
Zucchini,1 Item,33
Zucchini Bread,1 Slice,210
Zucchini Chips,1 Portion,130
Zucchini Egg Fritters,1 Piece,210
Zucchini Flower,100g,15
Zuppa Di Pesce,1 Portion,280
Zuppa Toscana,1 Portion,310
Zwieback,1 Piece,40
Zwiebelkuchen Onion Tart,1 Slice,320
Ile Flottante,1 Piece,220
Lamb Chop with Rice,1 Portion,497
Lamb Chop with Potatoes,1 Portion,457
Lamb Chop with French Fries,1 Portion,659
Chicken Breast with Rice,1 Portion,370
Chicken Breast with Potatoes,1 Portion,328
Chicken Breast with French Fries,1 Portion,530
Shrimp with Rice,1 Portion,304
Shrimp with Potatoes,1 Portion,262
Shrimp with French Fries,1 Portion,464
Beef Brisket with Rice,1 Portion,498
Beef Brisket with Potatoes,1 Portion,456
Beef Brisket with French Fries,1 Portion,658
Pork Chop with Rice,1 Portion,436
Pork Chop with Potatoes,1 Portion,394
Pork Chop with French Fries,1 Portion,596
Turkey Breast with Rice,1 Portion,340
Turkey Breast with Potatoes,1 Portion,298
Turkey Breast with French Fries,1 Portion,500
Duck Breast with Rice,1 Portion,406
Duck Breast with Potatoes,1 Portion,364
Duck Breast with French Fries,1 Portion,566
Salmon with Rice,1 Portion,413
Salmon with Potatoes,1 Portion,371
Salmon with French Fries,1 Portion,573
Tuna with Rice,1 Portion,389
Tuna with Potatoes,1 Portion,347
Tuna with French Fries,1 Portion,549
Tofu with Rice,1 Portion,281
Tofu with Potatoes,1 Portion,239
Tofu with French Fries,1 Portion,441
Lobster with Rice,1 Portion,303
Lobster with Potatoes,1 Portion,261
Lobster with French Fries,1 Portion,463
Venison with Rice,1 Portion,363
Venison with Potatoes,1 Portion,321
Venison with French Fries,1 Portion,523
Crab Meat with Rice,1 Portion,302
Crab Meat with Potatoes,1 Portion,260
Crab Meat with French Fries,1 Portion,462
Octopus with Rice,1 Portion,355
Octopus with Potatoes,1 Portion,313
Octopus with French Fries,1 Portion,515
Squid with Rice,1 Portion,380
Squid with Potatoes,1 Portion,338
Squid with French Fries,1 Portion,540
Cod with Rice,1 Portion,310
Cod with Potatoes,1 Portion,268
Cod with French Fries,1 Portion,470
Goat with Rice,1 Portion,348
Goat with Potatoes,1 Portion,306
Goat with French Fries,1 Portion,508
Veal Chop with Rice,1 Portion,377
Veal Chop with Potatoes,1 Portion,335
Veal Chop with French Fries,1 Portion,537
Trout with Rice,1 Portion,373
Trout with Potatoes,1 Portion,331
Trout with French Fries,1 Portion,533
Pork Schnitzel with Rice,1 Portion,555
Pork Schnitzel with Potatoes,1 Portion,513
Pork Schnitzel with French Fries,1 Portion,715
Chicken Schnitzel with Rice,1 Portion,525
Chicken Schnitzel with Potatoes,1 Portion,483
Chicken Schnitzel with French Fries,1 Portion,685
Beef Meatballs with Rice,1 Portion,401
Beef Meatballs with Potatoes,1 Portion,359
Beef Meatballs with French Fries,1 Portion,561
Chicken Meatballs with Rice,1 Portion,366
Chicken Meatballs with Potatoes,1 Portion,324
Chicken Meatballs with French Fries,1 Portion,526
Beef Ribs with Rice,1 Portion,557
Beef Ribs with Potatoes,1 Portion,515
Beef Ribs with French Fries,1 Portion,717
Pork Ribs with Rice,1 Portion,535
Pork Ribs with Potatoes,1 Portion,493
Pork Ribs with French Fries,1 Portion,695
Kebab with Rice,1 Portion,635
Kebab with Potatoes,1 Portion,593
Kebab with French Fries,1 Portion,795
Pork Gyro with Rice,1 Portion,740
Pork Gyro with Potatoes,1 Portion,703
Pork Gyro with French Fries,1 Portion,912
Chicken Gyro with Rice,1 Portion,715
Chicken Gyro with Potatoes,1 Portion,673
Chicken Gyro with French Fries,1 Portion,875
